INSERT INTO CircuitoB.Turno (Fecha, Hora, LugarDeAtencion_id,  Paciente_id, TurnoStatus) VALUES 
('2024-05-15', '10:30:00', 2,  NULL,  1),
('2024-05-15', '10:30:00', 3,  NULL,  1),
('2024-05-15', '10:30:00', 4,  NULL,  1),
('2024-05-15', '10:30:00', 5,  NULL,  1),
('2024-05-15', '11:00:00', 1,  NULL,  1),
('2024-05-15', '11:00:00', 2,  NULL,  1),
('2024-05-15', '11:00:00', 3,  NULL,  1),
('2024-05-15', '11:00:00', 4,  NULL,  1),
('2024-05-15', '11:00:00', 5,  NULL,  1),
('2024-05-15', '11:30:00', 1,  NULL,  1),
('2024-05-15', '11:30:00', 2,  NULL,  1),
('2024-05-15', '11:30:00', 3,  NULL,  1),
('2024-05-15', '11:30:00', 4,  NULL,  1),
('2024-05-15', '11:30:00', 5,  NULL,  1),
('2024-05-15', '12:00:00', 1,  NULL,  1),
('2024-05-15', '12:00:00', 2,  NULL,  1),
('2024-05-15', '12:00:00', 3,  NULL,  1),
('2024-05-15', '12:00:00', 4,  NULL,  1),
('2024-05-15', '12:00:00', 5,  NULL,  1),
('2024-05-15', '12:30:00', 1,  NULL,  1),
('2024-05-15', '12:30:00', 2,  NULL,  1),
('2024-05-15', '12:30:00', 3,  NULL,  1),
('2024-05-15', '12:30:00', 4,  NULL,  1),
('2024-05-15', '12:30:00', 5,  NULL,  1),
('2024-05-15', '13:00:00', 1,  NULL,  1),
('2024-05-15', '13:00:00', 2,  NULL,  1),
('2024-05-15', '13:00:00', 3,  NULL,  1),
('2024-05-15', '13:00:00', 4,  NULL,  1),
('2024-05-15', '13:00:00', 5,  NULL,  1),
('2024-05-15', '13:30:00', 1,  NULL,  1),
('2024-05-15', '13:30:00', 2,  NULL,  1),
('2024-05-15', '13:30:00', 3,  NULL,  1),
('2024-05-15', '13:30:00', 4,  NULL,  1),
('2024-05-15', '13:30:00', 5,  NULL,  1),
('2024-05-15', '14:00:00', 1,  NULL,  1),
('2024-05-15', '14:00:00', 2,  NULL,  1),
('2024-05-15', '14:00:00', 3,  NULL,  1),
('2024-05-15', '14:00:00', 4,  NULL,  1),
('2024-05-15', '14:00:00', 5,  NULL,  1),
('2024-05-15', '14:30:00', 1,  NULL,  1),
('2024-05-15', '14:30:00', 2,  NULL,  1),
('2024-05-15', '14:30:00', 3,  NULL,  1),
('2024-05-15', '14:30:00', 4,  NULL,  1),
('2024-05-15', '14:30:00', 5,  NULL,  1),
('2024-05-15', '15:00:00', 1,  NULL,  1),
('2024-05-15', '15:00:00', 2,  NULL,  1),
('2024-05-15', '15:00:00', 3,  NULL,  1),
('2024-05-15', '15:00:00', 4,  NULL,  1),
('2024-05-15', '15:00:00', 5,  NULL,  1),
('2024-05-15', '15:30:00', 1,  NULL,  1),
('2024-05-15', '15:30:00', 2,  NULL,  1),
('2024-05-15', '15:30:00', 3,  NULL,  1),
('2024-05-15', '15:30:00', 4,  NULL,  1),
('2024-05-15', '15:30:00', 5,  NULL,  1),
('2024-05-15', '16:00:00', 1,  NULL,  1),
('2024-05-15', '16:00:00', 2,  NULL,  1),
('2024-05-15', '16:00:00', 3,  NULL,  1),
('2024-05-15', '16:00:00', 4,  NULL,  1),
('2024-05-15', '16:00:00', 5,  NULL,  1),
('2024-05-15', '16:30:00', 1,  NULL,  1),
('2024-05-15', '16:30:00', 2,  NULL,  1),
('2024-05-15', '16:30:00', 3,  NULL,  1),
('2024-05-15', '16:30:00', 4,  NULL,  1),
('2024-05-15', '16:30:00', 5,  NULL,  1),
('2024-05-15', '17:00:00', 1,  NULL,  1),
('2024-05-15', '17:00:00', 2,  NULL,  1),
('2024-05-15', '17:00:00', 3,  NULL,  1),
('2024-05-15', '17:00:00', 4,  NULL,  1),
('2024-05-15', '17:00:00', 5,  NULL,  1),
('2024-05-15', '17:30:00', 1,  NULL,  1),
('2024-05-15', '17:30:00', 2,  NULL,  1),
('2024-05-15', '17:30:00', 3,  NULL,  1),
('2024-05-15', '17:30:00', 4,  NULL,  1),
('2024-05-15', '17:30:00', 5,  NULL,  1),
('2024-05-15', '18:00:00', 1,  NULL,  1),
('2024-05-15', '18:00:00', 2,  NULL,  1),
('2024-05-15', '18:00:00', 3,  NULL,  1),
('2024-05-15', '18:00:00', 4,  NULL,  1),
('2024-05-15', '18:00:00', 5,  NULL,  1),
('2024-05-15', '18:30:00', 1,  NULL,  1),
('2024-05-15', '18:30:00', 2,  NULL,  1),
('2024-05-15', '18:30:00', 3,  NULL,  1),
('2024-05-15', '18:30:00', 4,  NULL,  1),
('2024-05-15', '18:30:00', 5,  NULL,  1),
('2024-05-15', '19:00:00', 1,  NULL,  1),
('2024-05-15', '19:00:00', 2,  NULL,  1),
('2024-05-15', '19:00:00', 3,  NULL,  1),
('2024-05-15', '19:00:00', 4,  NULL,  1),
('2024-05-15', '19:00:00', 5,  NULL,  1),
('2024-05-15', '19:30:00', 1,  NULL,  1),
('2024-05-15', '19:30:00', 2,  NULL,  1),
('2024-05-15', '19:30:00', 3,  NULL,  1),
('2024-05-15', '19:30:00', 4,  NULL,  1),
('2024-05-15', '19:30:00', 5,  NULL,  1),
('2024-05-15', '20:00:00', 1,  NULL,  1),
('2024-05-15', '20:00:00', 2,  NULL,  1),
('2024-05-15', '20:00:00', 3,  NULL,  1),
('2024-05-15', '20:00:00', 4,  NULL,  1),
('2024-05-15', '20:00:00', 5,  NULL,  1),
('2024-05-15', '20:30:00', 1,  NULL,  1),
('2024-05-15', '20:30:00', 2,  NULL,  1),
('2024-05-15', '20:30:00', 3,  NULL,  1),
('2024-05-15', '20:30:00', 4,  NULL,  1),
('2024-05-15', '20:30:00', 5,  NULL,  1),
('2024-05-15', '21:00:00', 1,  NULL,  1),
('2024-05-15', '21:00:00', 2,  NULL,  1),
('2024-05-15', '21:00:00', 3,  NULL,  1),
('2024-05-15', '21:00:00', 4,  NULL,  1),
('2024-05-15', '21:00:00', 5,  NULL,  1),
('2024-05-15', '21:30:00', 1,  NULL,  1),
('2024-05-15', '21:30:00', 2,  NULL,  1),
('2024-05-15', '21:30:00', 3,  NULL,  1),
('2024-05-15', '21:30:00', 4,  NULL,  1),
('2024-05-15', '21:30:00', 5,  NULL,  1),
('2024-05-15', '22:00:00', 1,  NULL,  1),
('2024-05-15', '22:00:00', 2,  NULL,  1),
('2024-05-15', '22:00:00', 3,  NULL,  1),
('2024-05-15', '22:00:00', 4,  NULL,  1),
('2024-05-15', '22:00:00', 5,  NULL,  1),
('2024-05-15', '22:30:00', 1,  NULL,  1),
('2024-05-15', '22:30:00', 2,  NULL,  1),
('2024-05-15', '22:30:00', 3,  NULL,  1),
('2024-05-15', '22:30:00', 4,  NULL,  1),
('2024-05-15', '22:30:00', 5,  NULL,  1),
('2024-05-15', '23:00:00', 1,  NULL,  1),
('2024-05-15', '23:00:00', 2,  NULL,  1),
('2024-05-15', '23:00:00', 3,  NULL,  1),
('2024-05-15', '23:00:00', 4,  NULL,  1),
('2024-05-15', '23:00:00', 5,  NULL,  1),
('2024-05-15', '23:30:00', 1,  NULL,  1),
('2024-05-15', '23:30:00', 2,  NULL,  1),
('2024-05-15', '23:30:00', 3,  NULL,  1),
('2024-05-15', '23:30:00', 4,  NULL,  1),
('2024-05-15', '23:30:00', 5,  NULL,  1),
